alpha_g,alpha_l,rho_wood,c_wood_mm_per_microsecond
9.5698544513703049e-03,9.9043014554862974e-01,1.3554807055292940e+03,1.0432600285518616e-01
9.5762058631045886e-03,9.9042379413689541e-01,1.3554720206823163e+03,1.0429195128593018e-01
9.5825121095344887e-03,9.9041748789046546e-01,1.3554633975938539e+03,1.0425817526158340e-01
9.5887731284199050e-03,9.9041122687158012e-01,1.3554548363490130e+03,1.0422467434605993e-01
9.5949888579671058e-03,9.9040501114203294e-01,1.3554463370322894e+03,1.0419144810715436e-01
9.6011592368293527e-03,9.9039884076317064e-01,1.3554378997275680e+03,1.0415849611652792e-01
9.6072842041074920e-03,9.9039271579589250e-01,1.3554295245181220e+03,1.0412581794969505e-01
9.6133636993505755e-03,9.9038663630064938e-01,1.3554212114866109e+03,1.0409341318600979e-01
9.6193976625564333e-03,9.9038060233744352e-01,1.3554129607150810e+03,1.0406128140865260e-01
9.6253860341722897e-03,9.9037461396582771e-01,1.3554047722849646e+03,1.0402942220461711e-01
9.6313287550953332e-03,9.9036867124490469e-01,1.3553966462770773e+03,1.0399783516469707e-01
9.6372257666733057e-03,9.9036277423332675e-01,1.3553885827716206e+03,1.0396651988347344e-01
9.6430770107050878e-03,9.9035692298929490e-01,1.3553805818481767e+03,1.0393547595930162e-01
9.6488824294412561e-03,9.9035111757055871e-01,1.3553726435857127e+03,1.0390470299429881e-01
9.6546419655846785e-03,9.9034535803441537e-01,1.3553647680625754e+03,1.0387420059433149e-01
9.6603555622910547e-03,9.9033964443770894e-01,1.3553569553564935e+03,1.0384396836900293e-01
9.6660231631694928e-03,9.9033397683683055e-01,1.3553492055445747e+03,1.0381400593164115e-01
9.6716447122830607e-03,9.9032835528771690e-01,1.3553415187033067e+03,1.0378431289928655e-01
9.6772201541493359e-03,9.9032277984585071e-01,1.3553338949085560e+03,1.0375488889268009e-01
9.6827494337409625e-03,9.9031725056625908e-01,1.3553263342355658e+03,1.0372573353625127e-01
9.6882324964861783e-03,9.9031176750351380e-01,1.3553188367589569e+03,1.0369684645810655e-01
9.6936692882693704e-03,9.9030633071173058e-01,1.3553114025527266e+03,1.0366822729001757e-01
9.6990597554315987e-03,9.9030094024456838e-01,1.3553040316902475e+03,1.0363987566740969e-01
9.7044038447711284e-03,9.9029559615522889e-01,1.3552967242442671e+03,1.0361179122935071e-01
9.7097015035439525e-03,9.9029029849645600e-01,1.3552894802869064e+03,1.0358397361853959e-01
9.7149526794643223e-03,9.9028504732053568e-01,1.3552822998896613e+03,1.0355642248129515e-01
9.7201573207052489e-03,9.9027984267929470e-01,1.3552751831233986e+03,1.0352913746754533e-01
9.7253153758990237e-03,9.9027468462410095e-01,1.3552681300583583e+03,1.0350211823081620e-01
9.7304267941377264e-03,9.9026957320586229e-01,1.3552611407641514e+03,1.0347536442822114e-01
9.7354915249737214e-03,9.9026450847502623e-01,1.3552542153097588e+03,1.0344887572045031e-01
9.7405095184201606e-03,9.9025949048157980e-01,1.3552473537635326e+03,1.0342265177176005e-01
9.7454807249514729e-03,9.9025451927504848e-01,1.3552405561931932e+03,1.0339669224996251e-01
9.7504050955038585e-03,9.9024959490449616e-01,1.3552338226658301e+03,1.0337099682641539e-01
9.7552825814757691e-03,9.9024471741852427e-01,1.3552271532479001e+03,1.0334556517601180e-01
9.7601131347283838e-03,9.9023988686527165e-01,1.3552205480052278e+03,1.0332039697717016e-01
9.7648967075860942e-03,9.9023510329241393e-01,1.3552140070030046e+03,1.0329549191182427e-01
9.7696332528369664e-03,9.9023036674716303e-01,1.3552075303057870e+03,1.0327084966541360e-01
9.7743227237332159e-03,9.9022567727626676e-01,1.3552011179774981e+03,1.0324646992687345e-01
9.7789650739916502e-03,9.9022103492600833e-01,1.3551947700814242e+03,1.0322235238862558e-01
9.7835602577941525e-03,9.9021643974220586e-01,1.3551884866802172e+03,1.0319849674656847e-01
9.7881082297881106e-03,9.9021189177021185e-01,1.3551822678358910e+03,1.0317490270006825e-01
9.7926089450868798e-03,9.9020739105491307e-01,1.3551761136098237e+03,1.0315156995194930e-01
9.7970623592702148e-03,9.9020293764072975e-01,1.3551700240627549e+03,1.0312849820848514e-01
9.8014684283847155e-03,9.9019853157161530e-01,1.3551639992547857e+03,1.0310568717938952e-01
9.8058271089442595e-03,9.9019417289105571e-01,1.3551580392453786e+03,1.0308313657780742e-01
9.8101383579304296e-03,9.9018986164206957e-01,1.3551521440933570e+03,1.0306084612030635e-01
9.8144021327929397e-03,9.9018559786720706e-01,1.3551463138569031e+03,1.0303881552686754e-01
9.8186183914500489e-03,9.9018138160854996e-01,1.3551405485935588e+03,1.0301704452087765e-01
9.8227870922889902e-03,9.9017721290771099e-01,1.3551348483602255e+03,1.0299553282911997e-01
9.8269081941663693e-03,9.9017309180583368e-01,1.3551292132131621e+03,1.0297428018176637e-01
9.8309816564085741e-03,9.9016901834359139e-01,1.3551236432079847e+03,1.0295328631236887e-01
9.8350074388121756e-03,9.9016499256118784e-01,1.3551181383996677e+03,1.0293255095785171e-01
9.8389855016443283e-03,9.9016101449835570e-01,1.3551126988425408e+03,1.0291207385850314e-01
9.8429158056431553e-03,9.9015708419435688e-01,1.3551073245902908e+03,1.0289185475796762e-01
9.8467983120181478e-03,9.9015320168798182e-01,1.3551020156959587e+03,1.0287189340323800e-01
9.8506329824505287e-03,9.9014936701754952e-01,1.3550967722119417e+03,1.0285218954464793e-01
9.8544197790936556e-03,9.9014558022090637e-01,1.3550915941899907e+03,1.0283274293586397e-01
9.8581586645733708e-03,9.9014184133542660e-01,1.3550864816812104e+03,1.0281355333387854e-01
9.8618496019883834e-03,9.9013815039801156e-01,1.3550814347360595e+03,1.0279462049900220e-01
9.8654925549106331e-03,9.9013450744508935e-01,1.3550764534043494e+03,1.0277594419485653e-01
9.8690874873856443e-03,9.9013091251261431e-01,1.3550715377352435e+03,1.0275752418836695e-01
9.8726343639328872e-03,9.9012736563606707e-01,1.3550666877772580e+03,1.0273936024975566e-01
9.8761331495461173e-03,9.9012386685045384e-01,1.3550619035782595e+03,1.0272145215253473e-01
9.8795838096937382e-03,9.9012041619030622e-01,1.3550571851854663e+03,1.0270379967349909e-01
9.8829863103191227e-03,9.9011701368968086e-01,1.3550525326454469e+03,1.0268640259272004e-01
9.8863406178409680e-03,9.9011365938215901e-01,1.3550479460041204e+03,1.0266926069353831e-01
9.8896466991536102e-03,9.9011035330084640e-01,1.3550434253067547e+03,1.0265237376255779e-01
9.8929045216273603e-03,9.9010709547837261e-01,1.3550389705979674e+03,1.0263574158963895e-01
9.8961140531088291e-03,9.9010388594689114e-01,1.3550345819217246e+03,1.0261936396789248e-01
9.8992752619212337e-03,9.9010072473807875e-01,1.3550302593213410e+03,1.0260324069367317e-01
9.9023881168647226e-03,9.9009761188313528e-01,1.3550260028394785e+03,1.0258737156657362e-01
9.9054525872166697e-03,9.9009454741278335e-01,1.3550218125181473e+03,1.0257175638941836e-01
9.9084686427319945e-03,9.9009153135726802e-01,1.3550176883987040e+03,1.0255639496825780e-01
9.9114362536434440e-03,9.9008856374635656e-01,1.3550136305218518e+03,1.0254128711236254e-01
9.9143553906618949e-03,9.9008564460933812e-01,1.3550096389276405e+03,1.0252643263421742e-01
9.9172260249766487e-03,9.9008277397502331e-01,1.3550057136554653e+03,1.0251183134951608e-01
9.9200481282556985e-03,9.9007995187174425e-01,1.3550018547440677e+03,1.0249748307715531e-01
9.9228216726460275e-03,9.9007717832735398e-01,1.3549980622315331e+03,1.0248338763922972e-01
9.9255466307738693e-03,9.9007445336922617e-01,1.3549943361552921e+03,1.0246954486102634e-01
9.9282229757449905e-03,9.9007177702425497e-01,1.3549906765521193e+03,1.0245595457101930e-01
9.9308506811449457e-03,9.9006914931885504e-01,1.3549870834581341e+03,1.0244261660086484e-01
9.9334297210393416e-03,9.9006657027896061e-01,1.3549835569087984e+03,1.0242953078539621e-01
9.9359600699740966e-03,9.9006403993002590e-01,1.3549800969389180e+03,1.0241669696261869e-01
9.9384417029756891e-03,9.9006155829702436e-01,1.3549767035826417e+03,1.0240411497370472e-01
9.9408745955514039e-03,9.9005912540444863e-01,1.3549733768734600e+03,1.0239178466298929e-01
9.9432587236895700e-03,9.9005674127631038e-01,1.3549701168442064e+03,1.0237970587796512e-01
9.9455940638598084e-03,9.9005440593614025e-01,1.3549669235270562e+03,1.0236787846927817e-01
9.9478805930132540e-03,9.9005211940698679e-01,1.3549637969535261e+03,1.0235630229072322e-01
9.9501182885827887e-03,9.9004988171141717e-01,1.3549607371544739e+03,1.0234497719923943e-01
9.9523071284832558e-03,9.9004769287151673e-01,1.3549577441600989e+03,1.0233390305490613e-01
9.9544470911116928e-03,9.9004555290888829e-01,1.3549548179999406e+03,1.0232307972093854e-01
9.9565381553475326e-03,9.9004346184465242e-01,1.3549519587028790e+03,1.0231250706368383e-01
9.9585803005528134e-03,9.9004141969944714e-01,1.3549491662971345e+03,1.0230218495261707e-01
9.9605735065723885e-03,9.9003942649342758e-01,1.3549464408102665e+03,1.0229211326033731e-01
9.9625177537341191e-03,9.9003748224626587e-01,1.3549437822691748e+03,1.0228229186256380e-01
9.9644130228490682e-03,9.9003558697715088e-01,1.3549411907000979e+03,1.0227272063813232e-01
9.9662592952116970e-03,9.9003374070478833e-01,1.3549386661286137e+03,1.0226339946899157e-01
9.9680565526000416e-03,9.9003194344739998e-01,1.3549362085796390e+03,1.0225432824019957e-01
9.9698047772758987e-03,9.9003019522272406e-01,1.3549338180774280e+03,1.0224550683992037e-01
9.9715039519849957e-03,9.9002849604801502e-01,1.3549314946455750e+03,1.0223693515942059e-01
9.9731540599571605e-03,9.9002684594004287e-01,1.3549292383070106e+03,1.0222861309306633e-01
9.9747550849065020e-03,9.9002524491509347e-01,1.3549270490840040e+03,1.0222054053831989e-01
9.9763070110315422e-03,9.9002369298896842e-01,1.3549249269981622e+03,1.0221271739573683e-01
9.9778098230153996e-03,9.9002219017698456e-01,1.3549228720704293e+03,1.0220514356896293e-01
9.9792635060259281e-03,9.9002073649397404e-01,1.3549208843210865e+03,1.0219781896473137e-01
9.9806680457158632e-03,9.9001933195428415e-01,1.3549189637697523e+03,1.0219074349285995e-01
9.9820234282229619e-03,9.9001797657177704e-01,1.3549171104353813e+03,1.0218391706624852e-01
9.9833296401701486e-03,9.9001667035982988e-01,1.3549153243362659e+03,1.0217733960087612e-01
9.9845866686656404e-03,9.9001541333133436e-01,1.3549136054900334e+03,1.0217101101579876e-01
9.9857945013030695e-03,9.9001420549869690e-01,1.3549119539136486e+03,1.0216493123314692e-01
9.9869531261616191e-03,9.9001304687383840e-01,1.3549103696234117e+03,1.0215910017812321e-01
9.9880625318061259e-03,9.9001193746819383e-01,1.3549088526349592e+03,1.0215351777900020e-01
9.9891227072872076e-03,9.9001087729271275e-01,1.3549074029632629e+03,1.0214818396711826e-01
9.9901336421413574e-03,9.9000986635785859e-01,1.3549060206226306e+03,1.0214309867688351e-01
9.9910953263910602e-03,9.9000890467360891e-01,1.3549047056267054e+03,1.0213826184576594e-01
9.9920077505448752e-03,9.9000799224945513e-01,1.3549034579884660e+03,1.0213367341429752e-01
9.9928709055975493e-03,9.9000712909440247e-01,1.3549022777202258e+03,1.0212933332607040e-01
9.9936847830300879e-03,9.9000631521696991e-01,1.3549011648336336e+03,1.0212524152773529e-01
9.9944493748098506e-03,9.9000555062519013e-01,1.3549001193396734e+03,1.0212139796899986e-01
9.9951646733906236e-03,9.9000483532660932e-01,1.3548991412486635e+03,1.0211780260262730e-01
9.9958306717127000e-03,9.9000416932828728e-01,1.3548982305702575e+03,1.0211445538443481e-01
9.9964473632029455e-03,9.9000355263679707e-01,1.3548973873134432e+03,1.0211135627329238e-01
9.9970147417748640e-03,9.9000298525822517e-01,1.3548966114865434e+03,1.0210850523112155e-01
9.9975328018286590e-03,9.9000246719817131e-01,1.3548959030972151e+03,1.0210590222289430e-01
9.9980015382512815e-03,9.9000199846174874e-01,1.3548952621524497e+03,1.0210354721663202e-01
9.9984209464164999e-03,9.9000157905358355e-01,1.3548946886585736e+03,1.0210144018340442e-01
9.9987910221849205e-03,9.9000120897781507e-01,1.3548941826212460e+03,1.0209958109732895e-01
9.9991117619040448e-03,9.9000088823809596e-01,1.3548937440454622e+03,1.0209796993556974e-01
9.9993831624083027e-03,9.9000061683759166e-01,1.3548933729355501e+03,1.0209660667833718e-01
9.9996052210190815e-03,9.9000039477898094e-01,1.3548930692951731e+03,1.0209549130888709e-01
9.9997779355447489e-03,9.9000022206445526e-01,1.3548928331273273e+03,1.0209462381352048e-01
9.9999013042806860e-03,9.9000009869571937e-01,1.3548926644343444e+03,1.0209400418158289e-01
9.9999753260092920e-03,9.9000002467399073e-01,1.3548925632178882e+03,1.0209363240546432e-01
1.0000000000000000e-02,9.8999999999999999e-01,1.3548925294789585e+03,1.0209350848059878e-01
